link,title,date,summary,paragraph
https://www.uala.com.ar/prensa/uala-posicion-ingresos-brutos,Ingresos Brutos ahoga al crédito y al consumo en Argentina,,,"Cabe enfatizar que el Impuesto sobre los Ingresos Brutos se aplica sobre la facturación total, sin tener en cuenta las ganancias reales de las empresas, generando que ese costo se traslade a todas las etapas de producción y comercialización. Como resultado, las personas sufren precios más elevados y se desincentiva la inversión de las empresas. Además, cuando este impuesto provincial es aplicado al crédito, encarece el financiamiento, afectando especialmente a consumidores, emprendedores y PyMEs."
https://www.uala.com.ar/prensa/uala-informe-inversiones-regional,"6 de cada 10 personas piensan que para invertir no se necesita un asesor financiero, según Ualá","Buenos Aires, 4 de diciembre de 2024.-","La inversión es vista como positiva, pero aún es un objetivo difícil de concretar para la mayoría de los latinoamericanos. La falta de educación financiera, el miedo y la desconfianza son las principales barreras para invertir.","Buenos Aires, 4 de diciembre de 2024.- Ualá presentó los resultados de una investigación realizada en colaboración con la consultora Trendsity, que examina las percepciones de los latinoamericanos sobre el ahorro y la inversión. El estudio, que recopiló datos de más de 3.000 personas en Argentina, Colombia y México, revela que el desconocimiento, el miedo y la desconfianza pesan tanto como la falta de recursos económicos."
https://www.uala.com.ar/prensa/uala-cierra-ronda-de-inversiones-por-usd-300m-liderada-por-allianz-x,Ualá cierra una ronda de inversión por USD 300M liderada por Allianz X,"Buenos Aires, Argentina y Múnich, Alemania, 11 de noviembre de 2024","Ualá utilizará el capital para ampliar su ecosistema financiero y acelerar su crecimiento en México, Argentina y Colombia. Esta ronda representa la mayor inversión privada en América Latina en los últimos tres años.","Buenos Aires, Argentina y Múnich, Alemania, 11 de noviembre de 2024 Ualá, el neobanco latinoamericano fundado en Argentina, cerró una nueva ronda de inversión Serie E por 300 millones de dólares y alcanzó una valuación de 2.750 millones de dólares."
https://www.uala.com.ar/prensa/uala-cuenta-en-dolares,Ualá suma a su ecosistema Cuenta en Dólares gratuita,"Buenos Aires, 23 de octubre de 2024.","Cualquier persona en Argentina ahora podrá abrir una cuenta en dólares sin pagar costo de mantenimiento, fácil y en pocos clicks.","Buenos Aires, 23 de octubre de 2024. En Ualá se sigue ampliando el ecosistema de productos, ahora con la posibilidad de abrir una cuenta bancaria en dólares de forma fácil y gratuita, con sólo unos pocos clicks. Esta herramienta resulta fundamental para depositar y transferir dólares, actuando también como un vehículo para mover dinero desde y hacia la cuenta comitente utilizada para operar Dólar MEP."
https://www.uala.com.ar/prensa/uala-campaña-inversiones,“Estirá tu Dinero” con las opciones de inversión disponibles en el ecosistema Ualá,"Buenos Aires, 24 de septiembre de 2024.","De la mano de la agencia Grinto, la empresa lanza su nueva campaña “Estirá tu Dinero”, en la que destaca la cuenta remunerada y las opciones de inversión disponibles en el ecosistema.","Buenos Aires, 24 de septiembre de 2024. Ualá presenta su nueva campaña “Estirá tu Dinero”, que lleva al frente la cuenta remunerada con una TNA del 45% disponible en la app, junto a su amplia oferta de inversiones, que incluye Plazos Fijos en Uilo y Fondo Común de Inversión Money Market (FCI), Dólar MEP, Acciones, Bonos y CEDEARs ofrecidos por Ualintec Capital."
https://www.uala.com.ar/prensa/uala-nueva-oficina,Ualá inaugura nuevas oficinas en Argentina,"Buenos Aires, 19 de septiembre de 2024.","La empresa argentina, fundada por Pierpaolo Barbieri en 2017, estrena un nuevo espacio de trabajo en el barrio porteño de Palermo.","Buenos Aires, 19 de septiembre de 2024. Ualá inaugura su nuevo espacio de trabajo en el barrio de Palermo, Ciudad de Buenos Aires. Las modernas oficinas, que abarcan 2.000 m², serán los headquarters de la compañía a nivel regional donde cuenta con más de 1500 colaboradores. Busca fomentar el trabajo en equipo, la creatividad y la transparencia."
https://www.uala.com.ar/prensa/uala-campaña-credito,“Contás con Ualá”: una campaña sobre el acceso al crédito,"Buenos Aires, 18 de septiembre de 2024.","Junto con la agencia Monks, la empresa presenta su nueva campaña “Contás con Ualá”, en la que acerca sus opciones de préstamos y cuotificación.","Buenos Aires, 18 de septiembre de 2024. Ualá lanza su nueva campaña “Contás con Ualá”, que destaca las opciones para acceder a préstamos y cuotas de manera fácil y accesible. Las piezas aprovechan el humor y el poder de los memes, elementos clave del mundo digital, para conectar de forma cercana con el público."
https://www.uala.com.ar/prensa/uala-informe-credito-regional,"Sólo un tercio de los latinoamericanos consideran accesible pedir un préstamo, según una investigación de Ualá","Buenos Aires, 6 de septiembre de 2024.-","La investigación se realizó en Argentina, Colombia y México e indaga la percepción de las personas en torno al crédito y la financiación. Más de dos tercios solicitó un préstamo alguna vez. Sin embargo, sólo un tercio considera que el acceso al crédito en su país es bueno.","Buenos Aires, 6 de septiembre de 2024.- Ualá presentó una investigación de mercado sobre las percepciones de la población en América Latina en torno al crédito, elaborada en colaboración con Trendsity. Según el estudio, cuya muestra constó de más de 3.000 personas a nivel regional, el 67% de las personas encuestadas en Argentina, Colombia y México solicitó un préstamo alguna vez, pero sólo un 36% considera que es accesible en su país."
https://www.uala.com.ar/prensa/uala-cuenta-remunerada-45TNA,La tasa de la Cuenta Remunerada en Ualá sube a 45% y se convierte en la mejor del mercado,"Buenos Aires, 2 de septiembre de 2024.-","Los usuarios del ecosistema Ualá obtienen un rendimiento anual del 45% TNA sobre el saldo depositado en su cuenta en Uilo. Los rendimientos generados se reflejan diariamente en la app, y el dinero está siempre disponible para su uso.","Buenos Aires, 2 de septiembre de 2024.- A partir de hoy, la tasa de la Cuenta Remunerada en Ualá sube del 41% al 45% TNA, aplicable a saldos desde $10.000 y hasta $500.000. De esta manera, se consolida como la opción más competitiva del mercado, superando a cualquier banco y billetera virtual del país. Para el saldo que exceda los $500.000, se puede optar por invertir en un Fondo Común de Inversión Money Market (FCI), entre otras opciones que hay en la app."
https://www.uala.com.ar/prensa/uala-informe-credito-argentina,"Sólo 2 de cada 10 personas consideran accesible pedir un préstamo en Argentina, según una investigación de Ualá","Buenos Aires, 28 de agosto de 2024.-","Más de la mitad de los argentinos solicitó un préstamo alguna vez. Sin embargo, sólo 2 de cada 10 consultados considera que el acceso al crédito en el país es bueno. Las altas tasas de interés, la inestabilidad del país y el temor al endeudamiento son las barreras que más pesan al momento de pedir un crédito.","Buenos Aires, 28 de agosto de 2024.- Ualá presentó una investigación de mercado sobre las percepciones de la población en América Latina en torno al crédito, elaborada en colaboración con la consultora Trendsity. Según el estudio, cuya muestra constó de más de 3.000 personas a nivel regional, el 57% de los argentinos solicitó un préstamo alguna vez y sólo 2 de cada 10 consultados considera que el acceso a esta herramienta en el país es bueno."
https://www.uala.com.ar/prensa/caja-de-ahorro-menores-13,Los adolescentes pueden abrir una Caja de Ahorro en la app de Ualá que rinde 41%,"Buenos Aires, 13 de agosto de 2024.-","Las personas entre 13 y 17 años podrán abrir una Caja de Ahorro para menores adolescentes en Uilo y obtener ganancias diarias del 41% TNA. Además, acceder a herramientas de inversión como el Plazo Fijo ofrecido por Uilo y más adelante el Fondo Común de Inversión Money Market gestionado por Ualintec Capital.","Buenos Aires, 13 de agosto de 2024.- A partir de hoy, todas las personas mayores a 13 años también podrán abrir una Caja de Ahorro en pesos en Uilo desde la app de Ualá y obtener rendimientos diarios del 41% TNA sobre el saldo depositado en su cuenta. Además, tendrán acceso a herramientas de inversión como el Plazo Fijo ofrecido por Uilo y el Fondo Común de Inversión Money Market (FCI) gestionado por Ualintec Capital, que se habilitará más adelante de forma progresiva."
https://www.uala.com.ar/prensa/Ualá-Bis-Tap-en-tu-celu,Ualá Bis lanza “Tap en tu celu” para cobrar fácilmente con el celular,"Buenos Aires, 16 de julio de 2024.-","La nueva función “Tap en tu celu” permite a comerciantes, profesionales y empresas concretar pagos de forma rápida y segura directamente con el celular. Esta innovación simplifica el cobro con tarjetas, facilitando transacciones sin contacto y ampliando las opciones de pago electrónico.","Buenos Aires, 16 de julio de 2024.- Ualá Bis lanza “Tap en tu celu”, un nuevo método de cobro que permite abonar directamente en cualquier celular que cuente con tecnología NFC (Near-Field Communication o “comunicación de campo cercano”), de forma segura, fácil y rápida. Esta herramienta facilita que cada vez más comercios puedan ofrecer distintas alternativas de pago, sin costos de dispositivos extra y manteniendo los beneficios de Ualá Bis: acreditación inmediata con comisiones bajas."
https://www.uala.com.ar/prensa/el-ecosistema-Ualá-permite-cobrar-asignaciones,El ecosistema Ualá permite cobrar asignaciones a través del banco Uilo,"Buenos Aires, 12 de junio de 2024.-","Gracias a la licencia bancaria de Uilo, es posible elegir acreditar asignaciones en el ecosistema Ualá. Quienes opten por esta opción pueden acceder a los productos y beneficios disponibles en la app. La gestión es 100% digital, fácil y gratis.","Buenos Aires, 12 de junio de 2024.- Quienes reciban la Asignación Familiar, la Asignación Universal por Hijo (AUH) y la Asignación por Embarazo, así como los programas Progresar, Hogar y AlimentAR, pueden elegir hacerlo dentro del ecosistema Ualá. Esto es posible gracias a Uilo, la entidad financiera con licencia bancaria, que brinda una Caja de Ahorro en pesos. Este programa, conocido como “Traé tu asignación”, se suma a la posibilidad de recibir la acreditación del sueldo."
https://www.uala.com.ar/prensa/tarjeta-credito-mastercard-uala-viene-de-10-con-lionel-messi,"Llega la nueva Mastercard Ualá con la imagen de Lionel Messi, embajador oficial de Mastercard","Buenos Aires, 20 de mayo de 2024.","Lionel Messi, embajador oficial de Mastercard, será la imagen de esta edición limitada de tarjeta de crédito Ualá pensada para fanáticos del fútbol. La nueva Mastercard Ualá ofrece una amplia propuesta de promociones en distintos rubros, así como la oportunidad de participar en un sorteo para presenciar la final de la CONMEBOL Copa América USA 2024™ y ganar camisetas oficiales.","Buenos Aires, 20 de mayo de 2024.- Mastercard y Ualá presentan una nueva tarjeta de crédito edición limitada con la imagen de Lionel Messi, embajador oficial de Mastercard, y con acceso a un completo programa de promociones y beneficios exclusivos, que se enmarcará bajo el concepto de campaña Viene de 10. Emitida por Uilo, estará disponible en versiones física y digital, y se podrá usar en los más de 100 millones de comercios a nivel mundial donde opera la red de Mastercard."
https://www.uala.com.ar/prensa/la-caja-de-ahorro-en-Uilo-ofrece-41-porciento-rendimiento-anual,Ualá: la Caja de Ahorro en Uilo ahora ofrece 41% rendimiento anual,"Buenos Aires, 4 de junio de 2024.-","Los usuarios de la app de Ualá podrán beneficiarse de un rendimiento anual del 41% sobre el saldo depositado en su Caja de Ahorro en Uilo. Los rendimientos generados se verán reflejados diariamente en la app, y las personas podrán disponer de su dinero en cualquier momento.","Buenos Aires, 4 de junio de 2024.- Desde hoy, las personas usuarias de Ualá que hayan abierto una Caja de Ahorro en pesos en Uilo a través de la aplicación, empezarán a recibir un rendimiento anual del 41% sobre el saldo depositado. Los intereses generados se acreditarán automáticamente a diario en la cuenta, permitiendo el acceso a los fondos en cualquier momento, sin movimientos adicionales."
https://www.uala.com.ar/prensa/uala-suma-bonos-a-su-ecosistema,Ualá suma bonos a su ecosistema y amplía la propuesta de inversiones,"Buenos Aires, 30 de abril 2024.","La compañía amplía la oferta de productos de inversión disponible en su ecosistema, e integra la posibilidad de operar bonos en el mercado de capitales argentino. Esta alternativa se suma a las opciones de invertir en Fondo Común de Inversión, Dólar MEP, CEDEARs y Acciones mediante Ualintec Capital. Además, a través de la app se encuentra disponible la posibilidad de invertir en Plazos Fijos con Uilo.","Buenos Aires, 30 de abril 2024.  Ualá suma a su ecosistema la posibilidad de invertir en bonos, en pesos y de forma fácil. Con esta nueva alternativa, se fortalece aún más la propuesta de inversiones disponible en la app, que ya incluye la posibilidad de acceder a Fondo Común de Inversión y a la compra-venta de Dólar MEP, CEDEARs y Acciones, todos gestionados por el ALyC Ualintec Capital, y de constituir Plazos Fijos con Uilo."
https://www.uala.com.ar/prensa/el-ecosistema-uala-suma-la-posibilidad-de-cobrar-sueldos,El ecosistema Ualá suma la posibilidad de cobrar sueldos,"Buenos Aires, 30 de enero de 2024.","Cualquier persona podrá elegir cobrar su sueldo dentro del ecosistema Ualá. Quienes lo hagan podrán ahorrarse más de $168 mil por año en reintegros. Además, Ualá presenta ""Traé tu plata"", un programa de beneficios exclusivos para usuarios que hayan abierto una caja de ahorro en Uilo, que permite programar transferencias recurrentes automáticas.","Buenos Aires, 30 de enero de 2024. A partir de hoy, cualquier persona podrá elegir cobrar su sueldo dentro del ecosistema Ualá. Esto es posible gracias a Uilo, la entidad financiera con licencia bancaria, que ya ofrece una caja de ahorro en pesos y la posibilidad de acceder gratis a una tarjeta de crédito Mastercard. Quienes hayan abierto su caja de ahorro en Uilo a través de la app de Ualá y elijan recibir su salario en ella, podrán ahorrarse más de $168 mil por año gracias a beneficios exclusivos en supermercados, comida rápida y bares, recargas, pagos de servicios y pagos con QR que son acumulables con las más de 30 promociones ya disponibles."
https://www.uala.com.ar/prensa/uala-se-suma-como-sponsor-de-la-Argentina-Comic-Con-y-ofrece-descuentos-exclusivos,Ualá será sponsor de la Argentina Comic con descuentos exclusivos,"Buenos Aires, 5 de diciembre de 2023.","Se incorpora al ecosistema de productos de inversión que se ofrecen a través de la app de Ualá, que ya incluye un Fondo Común de Inversión, Dólar MEP y CEDEARs y Acciones.","Buenos Aires, 5 de diciembre de 2023. Este viernes 8 marca el inicio de la tan esperada Argentina Comic Convention, un evento que reúne a más de 80 mil fanáticos de la cultura pop. La convención se llevará a cabo del 8 al 10 de diciembre en el predio de Costa Salguero, en la Ciudad de Buenos Aires. Aquellos que opten por abonar con la Tarjeta Mastercard de Ualá disfrutarán de un 25% de descuento en comercios adheridos."
https://www.uala.com.ar/prensa/uala-lanza-tarjeta-de-crédito-en-Argentina,Ualá lanza tarjeta de crédito en Argentina,"Buenos Aires, 1° de diciembre de 2023.","La nueva tarjeta de crédito Mastercard Ualá es aceptada en todo el mundo, y se puede pedir de forma gratuita a través de la app. Quienes la soliciten pueden acceder a descuentos en supermercados, gastronomía y otros rubros, y sumar puntos en el programa de beneficios Ualá+.","Buenos Aires, 1° de diciembre de 2023. Con el objetivo de seguir ampliando el acceso al crédito, Ualá ofrece la nueva tarjeta de crédito Mastercard internacional, en sus versiones física y digital. Se puede solicitar de forma gratuita, segura y 100% online desde la app, sin costos de emisión, envío y mantenimiento."
https://www.uala.com.ar/prensa/uala-suma-acciones-a-su-ecosistema,Ualá suma acciones a su ecosistema,"Buenos Aires, 22 de noviembre de 2023.",La fintech habilita una nueva herramienta de inversión que le permite a su comunidad de usuarios comprar y vender acciones del mercado de valores argentino.,"Buenos Aires, 22 de noviembre de 2023. Ualá suma la posibilidad de invertir en acciones en el mercado de valores argentino, en pesos y de forma fácil, con tan solo unos pocos clicks a través de la app. De esta manera, se fortalece aún más la propuesta de inversiones disponible en el ecosistema, que ya ofrece el Fondo Común de Inversión (FCI) Money Market para el manejo de liquidez, Dólar MEP como herramienta de acceso a moneda extranjera, e instrumentos de renta variable con la compra-venta de CEDEARs y, ahora, Acciones, todos gestionados a través del ALyC Ualintec Capital."
https://www.uala.com.ar/prensa/uala-suma-a-su-ecosistema-seguros-y-asistencias-de-MeCubro,Ualá suma a su ecosistema seguros y asistencias de MeCubro,"Buenos Aires, 12 de septiembre de 2023.","La fintech amplía su oferta de beneficios para las personas usuarias de su ecosistema: ahora también se podrán pagar seguros de accidentes personales, seguros para celular y para bicicletas y telemedicina, contratados a través de MeCubro.","Buenos Aires, 12 de septiembre de 2023. Ualá robustece su propuesta de valor e incorpora la posibilidad de pagar a través de su app seguros de accidentes personales, seguros para celular y para bicicletas y telemedicina, ofrecidos por MeCubro. Este servicio, al que se puede acceder de forma fácil y en poco clicks, se puede adquirir por día y bajo demanda (o de “pago por uso”), lo que significa que sólo se paga cuando se necesita."
https://www.uala.com.ar/prensa/uala-presenta-informe-las-mujeres-facturan-pero-invierten,"Ualá presenta el informe “Las mujeres facturan, ¿pero invierten?”","Buenos Aires, 5 de septiembre de 2023.","Perfil de inversión conservador y resguardo del capital son las tendencias de comportamiento de las personas que se autoperciben como mujeres, según el informe de Ualá.","Buenos Aires, 5 de septiembre de 2023. Ualá presentó un informe sobre las decisiones de inversión de las personas que se autoperciben como mujeres, con la misión de poner la lupa sobre los mitos y verdades que se esconden detrás de este tema. Según los datos analizados, las mujeres se orientan hacia instrumentos seguros, de ahorro y resguardo de valor al momento de invertir. La mayoría de sus decisiones financieras buscan evitar poner en jaque su capital: el 56,7% de ellas reconoce tener un perfil de inversión “conservador”, mientras que en los hombres ese número se reduce a 39%."
https://www.uala.com.ar/prensa/uala-suma-caja-de-ahorro-en-la-app,Ualá suma Caja de Ahorro en la app y devuelve el 5% de todas las compras con tarjeta,"Buenos Aires,22 de agosto de 2023.","La apertura de la cuenta bancaria es gratuita y el beneficio del reintegro aplica a todos los consumos locales e internacionales realizados con la tarjeta Mastercard de Ualá, con un tope de hasta $50.000 pesos mensuales.","Buenos Aires,22 de agosto de 2023. Ualá suma Caja de Ahorro dentro de su aplicación y devolverá el 5% de todas las compras con tarjeta. Cualquier persona que abra esta cuenta podrá acceder automáticamente al reintegro en todas las compras que realice con la tarjeta y recibirá hasta $50.000 por mes. Se trata del primer producto del ecosistema Ualá ofrecido por Wilobank -que pasará a conocerse como Uilo- y que funcionará dentro de la app de la fintech."
https://www.uala.com.ar/prensa/uala-busca-talentos-mas-50-para-sumar-a-su-equipo-de-trabajo,Ualá busca talentos +50 para sumar a su equipo de trabajo,"Buenos Aires, 20 de julio de 2023.",La compañía lanzó un programa que busca atraer nuevos talentos mayores de 50 años para sumar a sus equipos de trabajo. Habrá posiciones abiertas en Experiencia de Usuario y Operaciones.,"Buenos Aires, 20 de julio de 2023. Con el objetivo de sumar nuevos talentos a su equipo, Ualá lanza la primera edición de su programa Ualá+50, destinado a personas mayores de 50 años que quieran trabajar en la compañía. Hay posiciones abiertas para distintas áreas, con foco en Experiencia de Usuario y Operaciones. Las personas interesadas pueden aplicar desde cualquier parte del país a través de www.uala.com.ar/sumate."
https://www.uala.com.ar/prensa/uala-y-manu-ginobili-dan-una-mano-enorme-con-su-nueva-campana--la-mano-de-manu,Ualá y Manu Ginóbili dan un mano con su nueva campaña: La Mano de Manu,"Buenos Aires, 27 de junio de 2023.","Llegó “La Mano de Manu”, creada por Ualá y Media.Monks, para contarle al mundo lo fácil y rápido que es usar Ualá, además de los beneficios que ofrece a sus usuarios.","Buenos Aires, 27 de junio de 2023. El lanzamiento de esta nueva campaña, protagonizada por el astro del básquet y actual embajador de marca e inversor, Manu Ginóbili, marca un hito importante para Ualá y continúa la serie de comunicaciones compartidas en la que Manu cuenta cómo Ualá le da una mano enorme a los argentinos."
https://www.uala.com.ar/prensa/uala-adquiere-el-banco-abc-capital-en-mexico,Ualá adquiere el banco ABC Capital en México,"Buenos Aires, 25 de mayo de 2023.",,"Buenos Aires, 25 de mayo de 2023. La Comisión Nacional Bancaria y de Valores de México (CNBV), con el aval del Banco de México (Banxico), aprobó la adquisición del banco ABC Capital por parte de Ualá. De esta manera, el banco mexicano con más de 12 años de trayectoria en el sector financiero pasará a formar parte del ecosistema de Ualá. Esto le permitirá seguir impulsando la inclusión financiera en todo el país con la experiencia de socios locales. Cabe destacar que el año pasado la fintech logró la aprobación de la compra del 100% de las acciones de Wilobank en Argentina."
https://www.uala.com.ar/prensa/uala-lanza-pos-pro-su-nueva-terminal-de-cobros-para-negocios-medianos-y-grandes,"Ualá lanza POS Pro, su nueva terminal de cobros para negocios","Buenos Aires, 23 de mayo de 2023.","Se suma a las opciones de mPOS, QR, link de pago e integración con tiendas online. Ofrecerá acreditación en el acto de la plata y las comisiones más bajas del mercado: 4,4% para tarjetas de crédito y prepagas, 2,9% para débito y 0,6% con QR. Quienes estén interesados en adquirir su POS Pro pueden registrarse en ualabis.com.ar/pos-pro o hacerlo a través de revendedores de Ualá Bis.","Buenos Aires, 23 de mayo de 2023. Ualá Bis, la unidad de negocio para comercios de Ualá, robustece su propuesta con el lanzamiento del lector POS Pro para que empresas medianas y grandes puedan cobrar con comisiones bajas y acreditación inmediata de la plata. El nuevo dispositivo se suma a las opciones de mPOS, QR, link de pago e integración con tiendas online que ya ofrece Ualá Bis. Se podrá adquirir en ualabis.com.ar/pos-pro y a través de la red de revendedores. Como promoción de lanzamiento, Ualá reintegrará el 100% de las comisiones de los primeros 3 meses hasta recuperar el valor del equipo."
